key,speaker,style,wait,text,context
elevator.junction.markings.peris,Peris,normal,false,"I'm not sure what these markings say, but the handwriting's got a lot of personality.",Peris at the wall markings — she reads the person
elevator.junction.game.aster,Aster,normal,false,Who has time to waste on things like these?,Aster at the puzzle game — can't fathom leisure
elevator.junction.game.peris,Peris,normal,false,"Oh, it's a little puzzle. Someone made this by hand. It's been used a lot, look how smooth the edges are.",Peris at the puzzle game — she sees the care and the loneliness
elevator.endo.beckon,,normal,false,"Someone in the doorway. Beckoning.",Endo gestures them inside — marker appears on shelter
elevator.peris.who,Peris,normal,false,Who...?,
elevator.aster.endo_read,Aster,data,false,"Endosomal unit. Non-hostile. His tag reads compliant, but the signal's dead.",Aster scans Endo
elevator.endo.drink,,normal,false,"He holds out a container. Points at it, then at them.",Endo offers drink — marker on container
elevator.peris.stomach,Peris,normal,false,Can't sleep well on an empty stomach.,Accepts the drink
elevator.endo.rest,,normal,false,"He moves to the window. Settles against the wall, watching outward.",Endo takes watch — no marker needed
elevator.night.eyes,,poem,false,Red. Through the grating. Watching.,Pairs of eyes outside — the player sees them too
elevator.dawn,,normal,false,"Morning. They're gone.",The eyes recede with the light
elevator.morning.trail,,normal,false,"A faint wet trail near the shelter door, already drying. It wasn't there last night.",Evidence of the night visitors
elevator.aster.back_in,Aster,normal,false,It's not letting me back in.,Aster tries his device — locked out of the simulation
elevator.peris.back_to_what,Peris,normal,false,...Back in to what?,Not rhetorical — what exactly does he want to go back to
elevator.endo.stands,,normal,false,"He stands. Looks at the corridor ahead, then at them. Steps toward the door.",Endo gestures: he's coming with
elevator.peris.coming,Peris,normal,false,I think he's coming with us.,
elevator.aster.ok,Aster,normal,false,I don't see why not.,
elevator.aster.blocked,Aster,data,false,"Dense cluster ahead. Five, maybe six. Too many to push through.",Aster reads the gauntlet
elevator.peris.ferrolure,Peris,normal,false,"There's something on the wall. Iron lure — ferrolure. If I activate it, they might go for that instead.",Peris recognizes the device
elevator.ferrolure.active,,data,false,FERROLURE ACTIVE  //  SIDEROPHORE LURE  //  18s REMAINING,System readout
